text,label,source
2026-04-02T12:32:31.369370Z level=INFO req_id=r-040164 method=GET route=/api/items status=200 latency_ms=99 size_kb=58 bytes=1024,0,raw_heuristic
2026-04-02T12:32:31.614395Z level=INFO req_id=r-040165 method=GET route=/api/items status=200 latency_ms=197 size_kb=102 bytes=1024,0,raw_heuristic
2026-04-02T12:32:31.815538Z level=INFO req_id=r-040166 method=GET route=/api/items status=200 latency_ms=53 size_kb=39 bytes=1024,0,raw_heuristic
2026-04-02T12:32:32.022809Z level=INFO req_id=r-040167 method=GET route=/api/items status=200 latency_ms=68 size_kb=32 bytes=1024,0,raw_heuristic
2026-04-02T12:32:32.234906Z level=INFO req_id=r-040168 method=GET route=/api/items status=200 latency_ms=202 size_kb=64 bytes=1024,0,raw_heuristic
2026-04-02T12:32:32.436167Z level=INFO req_id=r-040169 method=GET route=/api/items status=200 latency_ms=190 size_kb=16 bytes=1024,0,raw_heuristic
2026-04-02T12:32:32.646838Z level=INFO req_id=r-040170 method=GET route=/api/items status=200 latency_ms=201 size_kb=14 bytes=1024,0,raw_heuristic
2026-04-02T12:32:32.862064Z level=INFO req_id=r-040171 method=GET route=/api/items status=200 latency_ms=133 size_kb=22 bytes=1024,0,raw_heuristic
2026-04-02T12:32:33.064514Z level=INFO req_id=r-040172 method=GET route=/api/items status=200 latency_ms=100 size_kb=48 bytes=1024,0,raw_heuristic
2026-04-02T12:32:33.269750Z level=INFO req_id=r-040173 method=GET route=/api/items status=200 latency_ms=149 size_kb=61 bytes=1024,0,raw_heuristic
2026-04-02T12:32:33.470367Z level=INFO req_id=r-040174 method=GET route=/api/items status=200 latency_ms=210 size_kb=100 bytes=1024,0,raw_heuristic
2026-04-02T12:32:33.670985Z level=INFO req_id=r-040175 method=GET route=/api/items status=200 latency_ms=178 size_kb=18 bytes=1024,0,raw_heuristic
2026-04-02T12:32:33.871980Z level=INFO req_id=r-040176 method=GET route=/api/items status=200 latency_ms=207 size_kb=99 bytes=1024,0,raw_heuristic
2026-04-02T12:32:34.076885Z level=INFO req_id=r-040177 method=GET route=/api/items status=200 latency_ms=44 size_kb=36 bytes=1024,0,raw_heuristic
2026-04-02T12:32:34.282571Z level=INFO req_id=r-040178 method=GET route=/api/items status=200 latency_ms=72 size_kb=113 bytes=1024,0,raw_heuristic
2026-04-02T12:32:34.487573Z level=INFO req_id=r-040179 method=GET route=/api/items status=200 latency_ms=181 size_kb=94 bytes=1024,0,raw_heuristic
2026-04-02T12:32:34.703999Z level=INFO req_id=r-040180 method=GET route=/api/items status=200 latency_ms=75 size_kb=77 bytes=1024,0,raw_heuristic
2026-04-02T12:32:34.904710Z level=INFO req_id=r-040181 method=GET route=/api/items status=200 latency_ms=220 size_kb=16 bytes=1024,0,raw_heuristic
2026-04-02T12:32:35.119175Z level=INFO req_id=r-040182 method=GET route=/api/items status=200 latency_ms=130 size_kb=8 bytes=1024,0,raw_heuristic
2026-04-02T12:32:35.321255Z level=INFO req_id=r-040183 method=GET route=/api/items status=200 latency_ms=164 size_kb=68 bytes=1024,0,raw_heuristic
2026-04-02T12:32:35.521917Z level=INFO req_id=r-040184 method=GET route=/api/items status=200 latency_ms=169 size_kb=81 bytes=1024,0,raw_heuristic
2026-04-02T12:32:35.734378Z level=INFO req_id=r-040185 method=GET route=/api/items status=200 latency_ms=56 size_kb=61 bytes=1024,0,raw_heuristic
2026-04-02T12:32:35.935125Z level=INFO req_id=r-040186 method=GET route=/api/items status=200 latency_ms=57 size_kb=31 bytes=1024,0,raw_heuristic
2026-04-02T12:32:36.137045Z level=INFO req_id=r-040187 method=GET route=/api/items status=200 latency_ms=136 size_kb=101 bytes=1024,0,raw_heuristic
2026-04-02T12:32:36.342315Z level=INFO req_id=r-040188 method=GET route=/api/items status=200 latency_ms=63 size_kb=30 bytes=1024,0,raw_heuristic
2026-04-02T12:32:36.558330Z level=INFO req_id=r-040189 method=GET route=/api/items status=200 latency_ms=44 size_kb=77 bytes=1024,0,raw_heuristic
2026-04-02T12:32:36.770880Z level=INFO req_id=r-040190 method=GET route=/api/items status=200 latency_ms=133 size_kb=50 bytes=1024,0,raw_heuristic
2026-04-02T12:32:36.974331Z level=INFO req_id=r-040191 method=GET route=/api/items status=200 latency_ms=31 size_kb=43 bytes=1024,0,raw_heuristic
2026-04-02T12:32:37.185725Z level=INFO req_id=r-040192 method=GET route=/api/items status=200 latency_ms=157 size_kb=49 bytes=1024,0,raw_heuristic
2026-04-02T12:32:37.437594Z level=INFO req_id=r-040193 method=GET route=/api/items status=200 latency_ms=37 size_kb=94 bytes=1024,0,raw_heuristic
2026-04-02T12:32:37.677726Z level=INFO req_id=r-040194 method=GET route=/api/items status=200 latency_ms=88 size_kb=41 bytes=1024,0,raw_heuristic
2026-04-02T12:32:38.069726Z level=INFO req_id=r-040195 method=GET route=/api/items status=200 latency_ms=173 size_kb=101 bytes=1024,0,raw_heuristic
2026-04-02T12:32:38.287666Z level=INFO req_id=r-040196 method=GET route=/api/items status=200 latency_ms=125 size_kb=90 bytes=1024,0,raw_heuristic
2026-04-02T12:32:38.488517Z level=INFO req_id=r-040197 method=GET route=/api/items status=200 latency_ms=197 size_kb=77 bytes=1024,0,raw_heuristic
2026-04-02T12:32:38.690355Z level=INFO req_id=r-040198 method=GET route=/api/items status=200 latency_ms=208 size_kb=33 bytes=1024,0,raw_heuristic
2026-04-02T12:32:38.931831Z level=INFO req_id=r-040199 method=GET route=/api/items status=200 latency_ms=138 size_kb=87 bytes=1024,0,raw_heuristic
2026-04-02T12:32:39.132957Z level=INFO req_id=r-040200 method=GET route=/api/items status=200 latency_ms=182 size_kb=35 bytes=1024,0,raw_heuristic
2026-04-02T12:32:39.338394Z level=INFO req_id=r-040201 method=GET route=/api/items status=200 latency_ms=65 size_kb=48 bytes=1024,0,raw_heuristic
2026-04-02T12:32:39.546215Z level=INFO req_id=r-040202 method=GET route=/api/items status=200 latency_ms=196 size_kb=58 bytes=1024,0,raw_heuristic
2026-04-02T12:32:39.747843Z level=INFO req_id=r-040203 method=GET route=/api/items status=200 latency_ms=79 size_kb=66 bytes=1024,0,raw_heuristic
2026-04-02T12:32:39.949313Z level=INFO req_id=r-040204 method=GET route=/api/items status=200 latency_ms=87 size_kb=16 bytes=1024,0,raw_heuristic
2026-04-02T12:32:40.156468Z level=INFO req_id=r-040205 method=GET route=/api/items status=200 latency_ms=189 size_kb=91 bytes=1024,0,raw_heuristic
2026-04-02T12:32:40.357275Z level=INFO req_id=r-040206 method=GET route=/api/items status=200 latency_ms=196 size_kb=78 bytes=1024,0,raw_heuristic
2026-04-02T12:32:40.559338Z level=INFO req_id=r-040207 method=GET route=/api/items status=200 latency_ms=124 size_kb=106 bytes=1024,0,raw_heuristic
2026-04-02T12:32:40.766572Z level=INFO req_id=r-040208 method=GET route=/api/items status=200 latency_ms=215 size_kb=60 bytes=1024,0,raw_heuristic
2026-04-02T12:32:40.968316Z level=INFO req_id=r-040209 method=GET route=/api/items status=200 latency_ms=217 size_kb=111 bytes=1024,0,raw_heuristic
2026-04-02T12:32:41.169102Z level=INFO req_id=r-040210 method=GET route=/api/items status=200 latency_ms=81 size_kb=80 bytes=1024,0,raw_heuristic
2026-04-02T12:32:41.379643Z level=INFO req_id=r-040211 method=GET route=/api/items status=200 latency_ms=157 size_kb=43 bytes=1024,0,raw_heuristic
2026-04-02T12:32:41.580860Z level=INFO req_id=r-040212 method=GET route=/api/items status=200 latency_ms=126 size_kb=35 bytes=1024,0,raw_heuristic
2026-04-02T12:32:41.790847Z level=INFO req_id=r-040213 method=GET route=/api/items status=200 latency_ms=167 size_kb=8 bytes=1024,0,raw_heuristic
2026-04-02T12:32:42.001894Z level=INFO req_id=r-040214 method=GET route=/api/items status=200 latency_ms=20 size_kb=73 bytes=1024,0,raw_heuristic
2026-04-02T12:32:42.202792Z level=INFO req_id=r-040215 method=GET route=/api/items status=200 latency_ms=61 size_kb=24 bytes=1024,0,raw_heuristic
2026-04-02T12:32:42.404791Z level=INFO req_id=r-040216 method=GET route=/api/items status=200 latency_ms=64 size_kb=68 bytes=1024,0,raw_heuristic
2026-04-02T12:32:42.610582Z level=INFO req_id=r-040217 method=GET route=/api/items status=200 latency_ms=37 size_kb=45 bytes=1024,0,raw_heuristic
2026-04-02T12:32:42.811450Z level=INFO req_id=r-040218 method=GET route=/api/items status=200 latency_ms=115 size_kb=15 bytes=1024,0,raw_heuristic
2026-04-02T12:32:43.015302Z level=INFO req_id=r-040219 method=GET route=/api/items status=200 latency_ms=155 size_kb=45 bytes=1024,0,raw_heuristic
2026-04-02T12:32:43.216051Z level=INFO req_id=r-040220 method=GET route=/api/items status=200 latency_ms=207 size_kb=106 bytes=1024,0,raw_heuristic
2026-04-02T12:32:43.420942Z level=INFO req_id=r-040221 method=GET route=/api/items status=200 latency_ms=197 size_kb=8 bytes=1024,0,raw_heuristic
2026-04-02T12:32:43.622314Z level=INFO req_id=r-040222 method=GET route=/api/items status=200 latency_ms=55 size_kb=16 bytes=1024,0,raw_heuristic
2026-04-02T12:32:43.826015Z level=INFO req_id=r-040223 method=GET route=/api/items status=200 latency_ms=68 size_kb=21 bytes=1024,0,raw_heuristic
2026-04-02T12:32:44.031303Z level=INFO req_id=r-040224 method=GET route=/api/items status=200 latency_ms=120 size_kb=109 bytes=1024,0,raw_heuristic
2026-04-02T12:32:44.232395Z level=INFO req_id=r-040225 method=GET route=/api/items status=200 latency_ms=194 size_kb=111 bytes=1024,0,raw_heuristic
2026-04-02T12:32:44.437002Z level=INFO req_id=r-040226 method=GET route=/api/items status=200 latency_ms=88 size_kb=56 bytes=1024,0,raw_heuristic
2026-04-02T12:32:44.644904Z level=INFO req_id=r-040227 method=GET route=/api/items status=200 latency_ms=145 size_kb=38 bytes=1024,0,raw_heuristic
2026-04-02T12:32:44.846054Z level=ERROR req_id=r-040228 method=GET route=/api/items status=500 latency_ms=491 exc=DiskFullError,1,raw_heuristic
2026-04-02T12:32:45.047617Z level=ERROR req_id=r-040229 method=GET route=/api/items status=503 latency_ms=711 exc=DiskFullError,1,raw_heuristic
2026-04-02T12:32:45.254125Z level=ERROR req_id=r-040230 method=GET route=/api/items status=500 latency_ms=961 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:45.464035Z level=ERROR req_id=r-040231 method=GET route=/api/items status=503 latency_ms=1077 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:45.925919Z level=ERROR req_id=r-040232 method=GET route=/api/items status=503 latency_ms=699 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:46.439000Z level=ERROR req_id=r-040233 method=GET route=/api/items status=502 latency_ms=527 exc=NullPointerException,1,raw_heuristic
2026-04-02T12:32:49.464477Z level=ERROR req_id=r-040234 method=GET route=/api/items status=502 latency_ms=882 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:50.269252Z level=ERROR req_id=r-040235 method=GET route=/api/items status=502 latency_ms=1099 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:50.597228Z level=ERROR req_id=r-040236 method=GET route=/api/items status=502 latency_ms=1129 exc=NullPointerException,1,raw_heuristic
2026-04-02T12:32:50.912558Z level=ERROR req_id=r-040237 method=GET route=/api/items status=500 latency_ms=652 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:51.197165Z level=ERROR req_id=r-040238 method=GET route=/api/items status=503 latency_ms=429 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:51.482148Z level=ERROR req_id=r-040239 method=GET route=/api/items status=500 latency_ms=868 exc=DiskFullError,1,raw_heuristic
2026-04-02T12:32:51.682726Z level=ERROR req_id=r-040240 method=GET route=/api/items status=503 latency_ms=688 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:51.883314Z level=ERROR req_id=r-040241 method=GET route=/api/items status=503 latency_ms=502 exc=DiskFullError,1,raw_heuristic
2026-04-02T12:32:52.084103Z level=ERROR req_id=r-040242 method=GET route=/api/items status=500 latency_ms=818 exc=DiskFullError,1,raw_heuristic
2026-04-02T12:32:52.284675Z level=ERROR req_id=r-040243 method=GET route=/api/items status=503 latency_ms=1113 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:52.487120Z level=ERROR req_id=r-040244 method=GET route=/api/items status=502 latency_ms=1125 exc=NullPointerException,1,raw_heuristic
2026-04-02T12:32:52.698789Z level=ERROR req_id=r-040245 method=GET route=/api/items status=502 latency_ms=642 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:52.902484Z level=ERROR req_id=r-040246 method=GET route=/api/items status=500 latency_ms=873 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:53.103199Z level=ERROR req_id=r-040247 method=GET route=/api/items status=503 latency_ms=904 exc=NullPointerException,1,raw_heuristic
2026-04-02T12:32:53.315908Z level=ERROR req_id=r-040248 method=GET route=/api/items status=500 latency_ms=475 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:53.518151Z level=ERROR req_id=r-040249 method=GET route=/api/items status=500 latency_ms=438 exc=DiskFullError,1,raw_heuristic
2026-04-02T12:32:53.733692Z level=ERROR req_id=r-040250 method=GET route=/api/items status=502 latency_ms=494 exc=NullPointerException,1,raw_heuristic
2026-04-02T12:32:53.943619Z level=ERROR req_id=r-040251 method=GET route=/api/items status=500 latency_ms=813 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:54.144225Z level=ERROR req_id=r-040252 method=GET route=/api/items status=502 latency_ms=1155 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:54.351034Z level=ERROR req_id=r-040253 method=GET route=/api/items status=502 latency_ms=491 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:54.554618Z level=ERROR req_id=r-040254 method=GET route=/api/items status=503 latency_ms=581 exc=OutOfMemoryError: Java heap space,1,raw_heuristic
2026-04-02T12:32:54.755972Z level=ERROR req_id=r-040255 method=GET route=/api/items status=500 latency_ms=677 exc=TimeoutError,1,raw_heuristic
2026-04-02T12:32:54.961991Z level=INFO req_id=r-040256 method=GET route=/api/items status=200 latency_ms=182 size_kb=120 bytes=1024,0,raw_heuristic
2026-04-02T12:32:55.171343Z level=INFO req_id=r-040257 method=GET route=/api/items status=200 latency_ms=34 size_kb=16 bytes=1024,0,raw_heuristic
2026-04-02T12:32:55.372863Z level=INFO req_id=r-040258 method=GET route=/api/items status=200 latency_ms=26 size_kb=95 bytes=1024,0,raw_heuristic
2026-04-02T12:32:55.573596Z level=INFO req_id=r-040259 method=GET route=/api/items status=200 latency_ms=33 size_kb=73 bytes=1024,0,raw_heuristic
2026-04-02T12:32:55.775265Z level=INFO req_id=r-040260 method=GET route=/api/items status=200 latency_ms=174 size_kb=19 bytes=1024,0,raw_heuristic
2026-04-02T12:32:55.976666Z level=INFO req_id=r-040261 method=GET route=/api/items status=200 latency_ms=81 size_kb=94 bytes=1024,0,raw_heuristic
2026-04-02T12:32:56.186740Z level=INFO req_id=r-040262 method=GET route=/api/items status=200 latency_ms=85 size_kb=77 bytes=1024,0,raw_heuristic
2026-04-02T12:32:56.387602Z level=INFO req_id=r-040263 method=GET route=/api/items status=200 latency_ms=202 size_kb=54 bytes=1024,0,raw_heuristic
2026-04-02T12:32:56.603287Z level=INFO req_id=r-040264 method=GET route=/api/items status=200 latency_ms=48 size_kb=82 bytes=1024,0,raw_heuristic
2026-04-02T12:32:56.809287Z level=INFO req_id=r-040265 method=GET route=/api/items status=200 latency_ms=34 size_kb=64 bytes=1024,0,raw_heuristic
2026-04-02T12:32:57.080275Z level=INFO req_id=r-040266 method=GET route=/api/items status=200 latency_ms=114 size_kb=113 bytes=1024,0,raw_heuristic
2026-04-02T12:32:57.340059Z level=INFO req_id=r-040267 method=GET route=/api/items status=200 latency_ms=30 size_kb=24 bytes=1024,0,raw_heuristic
2026-04-02T12:32:57.558735Z level=INFO req_id=r-040268 method=GET route=/api/items status=200 latency_ms=73 size_kb=48 bytes=1024,0,raw_heuristic
2026-04-02T12:32:57.765601Z level=INFO req_id=r-040269 method=GET route=/api/items status=200 latency_ms=59 size_kb=37 bytes=1024,0,raw_heuristic
2026-04-02T12:32:57.979631Z level=INFO req_id=r-040270 method=GET route=/api/items status=200 latency_ms=144 size_kb=59 bytes=1024,0,raw_heuristic
2026-04-02T12:32:58.193432Z level=INFO req_id=r-040271 method=GET route=/api/items status=200 latency_ms=147 size_kb=41 bytes=1024,0,raw_heuristic
2026-04-02T12:32:58.394173Z level=INFO req_id=r-040272 method=GET route=/api/items status=200 latency_ms=53 size_kb=93 bytes=1024,0,raw_heuristic
2026-04-02T12:32:58.597507Z level=INFO req_id=r-040273 method=GET route=/api/items status=200 latency_ms=79 size_kb=99 bytes=1024,0,raw_heuristic
2026-04-02T12:32:58.798187Z level=INFO req_id=r-040274 method=GET route=/api/items status=200 latency_ms=213 size_kb=104 bytes=1024,0,raw_heuristic
2026-04-02T12:32:59.001055Z level=INFO req_id=r-040275 method=GET route=/api/items status=200 latency_ms=182 size_kb=5 bytes=1024,0,raw_heuristic
2026-04-02T12:32:59.202021Z level=INFO req_id=r-040276 method=GET route=/api/items status=200 latency_ms=97 size_kb=47 bytes=1024,0,raw_heuristic
2026-04-02T12:32:59.402787Z level=INFO req_id=r-040277 method=GET route=/api/items status=200 latency_ms=92 size_kb=116 bytes=1024,0,raw_heuristic
2026-04-02T12:32:59.611486Z level=INFO req_id=r-040278 method=GET route=/api/items status=200 latency_ms=99 size_kb=80 bytes=1024,0,raw_heuristic
2026-04-02T12:32:59.812679Z level=INFO req_id=r-040279 method=GET route=/api/items status=200 latency_ms=42 size_kb=114 bytes=1024,0,raw_heuristic
2026-04-02T12:33:00.013696Z level=INFO req_id=r-040280 method=GET route=/api/items status=200 latency_ms=192 size_kb=49 bytes=1024,0,raw_heuristic
2026-04-02T12:33:00.215215Z level=INFO req_id=r-040281 method=GET route=/api/items status=200 latency_ms=210 size_kb=36 bytes=1024,0,raw_heuristic
2026-04-02T12:33:00.427412Z level=INFO req_id=r-040282 method=GET route=/api/items status=200 latency_ms=95 size_kb=72 bytes=1024,0,raw_heuristic
2026-04-02T12:33:00.665785Z level=INFO req_id=r-040283 method=GET route=/api/items status=200 latency_ms=38 size_kb=6 bytes=1024,0,raw_heuristic
2026-04-02T12:33:00.870464Z level=INFO req_id=r-040284 method=GET route=/api/items status=200 latency_ms=42 size_kb=20 bytes=1024,0,raw_heuristic
2026-04-02T12:33:01.074017Z level=INFO req_id=r-040285 method=GET route=/api/items status=200 latency_ms=69 size_kb=68 bytes=1024,0,raw_heuristic
2026-04-02T12:33:01.275712Z level=INFO req_id=r-040286 method=GET route=/api/items status=200 latency_ms=45 size_kb=70 bytes=1024,0,raw_heuristic
2026-04-02T12:33:01.477330Z level=INFO req_id=r-040287 method=GET route=/api/items status=200 latency_ms=204 size_kb=44 bytes=1024,0,raw_heuristic
2026-04-02T12:33:01.678570Z level=INFO req_id=r-040288 method=GET route=/api/items status=200 latency_ms=179 size_kb=102 bytes=1024,0,raw_heuristic
2026-04-02T12:33:01.881294Z level=INFO req_id=r-040289 method=GET route=/api/items status=200 latency_ms=56 size_kb=25 bytes=1024,0,raw_heuristic
2026-04-02T12:33:02.093150Z level=INFO req_id=r-040290 method=GET route=/api/items status=200 latency_ms=43 size_kb=73 bytes=1024,0,raw_heuristic
2026-04-02T12:33:02.298028Z level=INFO req_id=r-040291 method=GET route=/api/items status=200 latency_ms=112 size_kb=65 bytes=1024,0,raw_heuristic
2026-04-02T12:33:02.498492Z level=INFO req_id=r-040292 method=GET route=/api/items status=200 latency_ms=175 size_kb=49 bytes=1024,0,raw_heuristic
2026-04-02T12:33:02.703942Z level=INFO req_id=r-040293 method=GET route=/api/items status=200 latency_ms=91 size_kb=120 bytes=1024,0,raw_heuristic
2026-04-02T12:33:02.908212Z level=INFO req_id=r-040294 method=GET route=/api/items status=200 latency_ms=128 size_kb=44 bytes=1024,0,raw_heuristic
2026-04-02T12:33:03.109951Z level=INFO req_id=r-040295 method=GET route=/api/items status=200 latency_ms=68 size_kb=80 bytes=1024,0,raw_heuristic
2026-04-02T12:33:03.311154Z level=INFO req_id=r-040296 method=GET route=/api/items status=200 latency_ms=32 size_kb=25 bytes=1024,0,raw_heuristic
2026-04-02T12:33:03.513647Z level=INFO req_id=r-040297 method=GET route=/api/items status=200 latency_ms=143 size_kb=74 bytes=1024,0,raw_heuristic
2026-04-02T12:33:03.722632Z level=INFO req_id=r-040298 method=GET route=/api/items status=200 latency_ms=55 size_kb=96 bytes=1024,0,raw_heuristic
2026-04-02T12:33:03.935779Z level=INFO req_id=r-040299 method=GET route=/api/items status=200 latency_ms=53 size_kb=47 bytes=1024,0,raw_heuristic
2026-04-02T12:33:04.136398Z level=INFO req_id=r-040300 method=GET route=/api/items status=200 latency_ms=173 size_kb=33 bytes=1024,0,raw_heuristic
2026-04-02T12:33:04.343299Z level=INFO req_id=r-040301 method=GET route=/api/items status=200 latency_ms=56 size_kb=35 bytes=1024,0,raw_heuristic
2026-04-02T12:33:04.545608Z level=INFO req_id=r-040302 method=GET route=/api/items status=200 latency_ms=149 size_kb=15 bytes=1024,0,raw_heuristic
2026-04-02T12:33:04.752529Z level=INFO req_id=r-040303 method=GET route=/api/items status=200 latency_ms=127 size_kb=44 bytes=1024,0,raw_heuristic
2026-04-02T12:33:04.980700Z level=INFO req_id=r-040304 method=GET route=/api/items status=200 latency_ms=183 size_kb=57 bytes=1024,0,raw_heuristic
2026-04-02T12:33:05.181646Z level=INFO req_id=r-040305 method=GET route=/api/items status=200 latency_ms=105 size_kb=77 bytes=1024,0,raw_heuristic
2026-04-02T12:33:05.390082Z level=INFO req_id=r-040306 method=GET route=/api/items status=200 latency_ms=26 size_kb=79 bytes=1024,0,raw_heuristic
2026-04-02T12:33:05.591218Z level=INFO req_id=r-040307 method=GET route=/api/items status=200 latency_ms=141 size_kb=100 bytes=1024,0,raw_heuristic
2026-04-02T12:33:05.849247Z level=INFO req_id=r-040308 method=GET route=/api/items status=200 latency_ms=82 size_kb=60 bytes=1024,0,raw_heuristic
2026-04-02T12:33:06.057364Z level=INFO req_id=r-040309 method=GET route=/api/items status=200 latency_ms=44 size_kb=63 bytes=1024,0,raw_heuristic
2026-04-02T12:33:06.269454Z level=INFO req_id=r-040310 method=GET route=/api/items status=200 latency_ms=213 size_kb=87 bytes=1024,0,raw_heuristic
2026-04-02T12:33:06.483135Z level=INFO req_id=r-040311 method=GET route=/api/items status=200 latency_ms=73 size_kb=22 bytes=1024,0,raw_heuristic
2026-04-02T12:33:06.684045Z level=INFO req_id=r-040312 method=GET route=/api/items status=200 latency_ms=38 size_kb=10 bytes=1024,0,raw_heuristic
2026-04-02T12:33:06.890357Z level=INFO req_id=r-040313 method=GET route=/api/items status=200 latency_ms=81 size_kb=56 bytes=1024,0,raw_heuristic
2026-04-02T12:33:07.105663Z level=INFO req_id=r-040314 method=GET route=/api/items status=200 latency_ms=150 size_kb=106 bytes=1024,0,raw_heuristic
2026-04-02T12:33:07.306630Z level=INFO req_id=r-040315 method=GET route=/api/items status=200 latency_ms=124 size_kb=28 bytes=1024,0,raw_heuristic
2026-04-02T12:33:07.509273Z level=INFO req_id=r-040316 method=GET route=/api/items status=200 latency_ms=54 size_kb=30 bytes=1024,0,raw_heuristic
2026-04-02T12:33:07.724908Z level=INFO req_id=r-040317 method=GET route=/api/items status=200 latency_ms=203 size_kb=106 bytes=1024,0,raw_heuristic
2026-04-02T12:33:07.926433Z level=INFO req_id=r-040318 method=GET route=/api/items status=200 latency_ms=101 size_kb=16 bytes=1024,0,raw_heuristic
